model_family,series_id,dataset,location_id,country,city_or_region,difficulty,primary_clue_type,gt_lat,gt_lon,pred_lat,pred_lon,error_km,distance_source,published_points,spawn_delta_km,partial,stopped_at,recording_id,model_field,source_file
gemini-3.7-flash-medium-aided,gemini-3.7-flash-medium-aided/runs/recorded-r2,europe-hard,loc_018,Greece,"Arcadia Regional Unit, Peloponnese",hard,landscape,37.3439407,22.5909077,36.3685560,28.0531597,498.919230,recomputed_geodesic,,0.000000,False,2026-09-03T15:07:13.479Z,ogrr-2026-09-03T15-05-05-921Z-1f07fec7-18bd-442b-9ad9-fc261e095d51,gemini-3.7-flash-medium aided run2,gemini-3.7-flash-medium-aided/runs/recorded-r2/europe-hard/rounds/round-01.json
gemini-3.7-flash-medium-aided,gemini-3.7-flash-medium-aided/runs/recorded-r2,europe-hard,loc_019,Romania,"Vurpăr, Sibiu County",hard,architecture,45.8911426,24.3372001,46.7542940,24.2523193,96.168260,recomputed_geodesic,,0.000000,False,2026-09-03T15:10:28.680Z,ogrr-2026-09-03T15-08-36-075Z-9778d20b-5040-40ae-9975-f009b20e8cdb,gemini-3.7-flash-medium aided run2,gemini-3.7-flash-medium-aided/runs/recorded-r2/europe-hard/rounds/round-02.json
gemini-3.7-flash-medium-aided,gemini-3.7-flash-medium-aided/runs/recorded-r2,europe-hard,loc_020,Bulgaria,"Vărbina, Madan Municipality, Smolyan Province",hard,architecture,41.5643939,24.9701484,41.6517139,24.6478271,28.564556,recomputed_geodesic,,0.000000,False,2026-09-03T15:13:50.308Z,ogrr-2026-09-03T15-12-12-192Z-46493f51-099f-4934-8a3d-5692d5dd5868,gemini-3.7-flash-medium aided run2,gemini-3.7-flash-medium-aided/runs/recorded-r2/europe-hard/rounds/round-03.json
gemini-3.7-flash-medium-aided,gemini-3.7-flash-medium-aided/runs/recorded-r2,europe-hard,loc_021,Hungary,"Csongrád District, Csongrád-Csanád County",hard,landscape,46.7060180,20.0496719,46.5015480,20.2478027,27.332485,recomputed_geodesic,,0.000000,False,2026-09-03T15:17:31.342Z,ogrr-2026-09-03T15-15-38-756Z-bc76ef15-d0da-468a-af59-a747061c6246,gemini-3.7-flash-medium aided run2,gemini-3.7-flash-medium-aided/runs/recorded-r2/europe-hard/rounds/round-04.json
gemini-3.7-flash-medium-aided,gemini-3.7-flash-medium-aided/runs/recorded-r2,europe-hard,loc_022,Latvia,"Ranka Parish, Gulbene Municipality",hard,infrastructure,57.1907677,26.1476727,56.8514789,25.4992676,54.575846,recomputed_geodesic,,0.000000,False,2026-09-03T15:21:30.482Z,ogrr-2026-09-03T15-19-30-122Z-6b705e93-8e83-4ea1-9e15-ef5e53445bd3,gemini-3.7-flash-medium aided run2,gemini-3.7-flash-medium-aided/runs/recorded-r2/europe-hard/rounds/round-05.json
gemini-3.7-flash-medium-aided,gemini-3.7-flash-medium-aided/runs/recorded-r2,europe-hard,loc_023,Lithuania,"Pašakiai, Radviliškis District Municipality, Šiauliai County",hard,infrastructure,55.5966197,23.8297989,56.0504405,24.2495728,56.967074,recomputed_geodesic,,0.000000,False,2026-09-03T15:26:11.193Z,ogrr-2026-09-03T15-23-44-132Z-f8f2ede3-7372-48ed-b8de-aafc7d7012a1,gemini-3.7-flash-medium aided run2,gemini-3.7-flash-medium-aided/runs/recorded-r2/europe-hard/rounds/round-06.json
gemini-3.7-flash-medium-aided,gemini-3.7-flash-medium-aided/runs/recorded-r2,europe-hard,loc_024,Denmark,"Lemvig Municipality, Central Denmark Region",hard,landscape,56.6011250,8.1639420,56.8517273,9.2010498,69.350322,recomputed_geodesic,,0.000000,False,2026-09-03T15:31:23.548Z,ogrr-2026-09-03T15-28-45-147Z-bc19892e-86bb-4765-b13f-2bf000e200ad,gemini-3.7-flash-medium aided run2,gemini-3.7-flash-medium-aided/runs/recorded-r2/europe-hard/rounds/round-07.json
gemini-3.7-flash-medium-aided,gemini-3.7-flash-medium-aided/runs/recorded-r2,europe-hard,loc_025,Finland,"Utajärvi Municipality, North Ostrobothnia",hard,landscape,64.9428390,26.9554129,62.8522246,27.6525879,235.550577,recomputed_geodesic,,0.000000,False,2026-09-03T15:36:32.270Z,ogrr-2026-09-03T15-34-30-186Z-f0bb12fe-a308-4e38-a485-195657e4f204,gemini-3.7-flash-medium aided run2,gemini-3.7-flash-medium-aided/runs/recorded-r2/europe-hard/rounds/round-08.json
gemini-3.7-flash-medium-aided,gemini-3.7-flash-medium-aided/runs/recorded-r3,europe-easy,loc_001,France,Paris,easy,landmark,48.8521298,2.3696389,48.8520965,2.3695922,0.005047,recomputed_geodesic,,0.000000,False,2026-09-07T18:13:23.878Z,ogrr-2026-09-07T18-10-05-863Z-e8355fe5-36b9-4a64-9dd4-e820cde24010,gemini-3.7-flash-medium aided run3,gemini-3.7-flash-medium-aided/runs/recorded-r3/europe-easy/rounds/round-01.json
gemini-3.7-flash-medium-aided,gemini-3.7-flash-medium-aided/runs/recorded-r3,europe-easy,loc_002,Germany,Berlin,easy,landmark,52.5206008,13.4151229,52.5205975,13.4151006,0.001558,recomputed_geodesic,,0.000000,False,2026-09-07T18:14:52.381Z,ogrr-2026-09-07T18-14-03-863Z-91d40916-cad5-45d4-b901-1576a562ae38,gemini-3.7-flash-medium aided run3,gemini-3.7-flash-medium-aided/runs/recorded-r3/europe-easy/rounds/round-02.json
gemini-3.7-flash-medium-aided,gemini-3.7-flash-medium-aided/runs/recorded-r3,europe-easy,loc_003,Austria,Salzburg,easy,landmark,47.8005438,13.0529765,47.8005039,13.0530024,0.004839,recomputed_geodesic,,0.000000,False,2026-09-07T18:16:08.463Z,ogrr-2026-09-07T18-15-16-090Z-31c99e72-748c-4a6a-855a-ffe1db355227,gemini-3.7-flash-medium aided run3,gemini-3.7-flash-medium-aided/runs/recorded-r3/europe-easy/rounds/round-03.json
gemini-3.7-flash-medium-aided,gemini-3.7-flash-medium-aided/runs/recorded-r3,europe-easy,loc_004,Czechia,Český Krumlov,easy,landmark,48.8126024,14.3129755,48.8126035,14.3128896,0.006312,recomputed_geodesic,,0.000000,False,2026-09-07T18:17:47.620Z,ogrr-2026-09-07T18-16-43-764Z-242a254d-5f49-48a3-8e4c-270c4cc999be,gemini-3.7-flash-medium aided run3,gemini-3.7-flash-medium-aided/runs/recorded-r3/europe-easy/rounds/round-04.json
gemini-3.7-flash-medium-aided,gemini-3.7-flash-medium-aided/runs/recorded-r3,europe-easy,loc_005,Croatia,Pula,easy,landmark,44.8747121,13.8493020,44.8746999,13.8492966,0.001423,recomputed_geodesic,,0.000000,False,2026-09-07T18:19:28.478Z,ogrr-2026-09-07T18-18-19-211Z-4076c651-e3f9-4fd4-9261-a70e490e37dd,gemini-3.7-flash-medium aided run3,gemini-3.7-flash-medium-aided/runs/recorded-r3/europe-easy/rounds/round-05.json
gemini-3.7-flash-medium-aided,gemini-3.7-flash-medium-aided/runs/recorded-r3,europe-easy,loc_006,Poland,"Sieniawka, Gmina Bogatynia",easy,text,50.9008842,14.8455043,50.9008027,14.8454905,0.009122,recomputed_geodesic,,0.000000,False,2026-09-07T18:21:21.915Z,ogrr-2026-09-07T18-20-04-774Z-9b0248bf-b976-483d-9374-8aea5279c82d,gemini-3.7-flash-medium aided run3,gemini-3.7-flash-medium-aided/runs/recorded-r3/europe-easy/rounds/round-06.json
gemini-3.7-flash-medium-aided,gemini-3.7-flash-medium-aided/runs/recorded-r3,europe-easy,loc_007,Slovenia,"Višnja Gora, Ivančna Gorica Municipality",easy,text,45.9577599,14.7424922,45.9578061,14.7424936,0.005132,recomputed_geodesic,,0.000000,False,2026-09-07T18:23:23.529Z,ogrr-2026-09-07T18-22-02-134Z-d0ff2b0b-6545-4510-ac1e-6e58c7a00eff,gemini-3.7-flash-medium aided run3,gemini-3.7-flash-medium-aided/runs/recorded-r3/europe-easy/rounds/round-07.json
gemini-3.7-flash-medium-aided,gemini-3.7-flash-medium-aided/runs/recorded-r3,europe-easy,loc_008,Norway,"Flåm, Aurland Municipality",easy,mixed,60.8634735,7.1179637,60.8635043,7.1180034,0.004049,recomputed_geodesic,,0.000000,False,2026-09-07T18:25:42.096Z,ogrr-2026-09-07T18-24-06-770Z-7d8cc614-f2f2-45dd-b36a-1e45b5a9082c,gemini-3.7-flash-medium aided run3,gemini-3.7-flash-medium-aided/runs/recorded-r3/europe-easy/rounds/round-08.json
gemini-3.7-flash-medium-aided,gemini-3.7-flash-medium-aided/runs/recorded-r3,europe-medium,loc_009,Spain,Valencia,medium,architecture,39.4667928,-0.3661343,40.3605644,-4.2187500,343.993132,recomputed_geodesic,,0.000000,False,2026-09-07T19:17:57.500Z,ogrr-2026-09-07T19-14-30-252Z-956acd0f-ad7c-429b-9dac-1cf0935ab551,gemini-3.7-flash-medium aided run3,gemini-3.7-flash-medium-aided/runs/recorded-r3/europe-medium/rounds/round-01.json
gemini-3.7-flash-medium-aided,gemini-3.7-flash-medium-aided/runs/recorded-r3,europe-medium,loc_010,Italy,Bologna,medium,architecture,44.4930672,11.3250143,44.4899406,11.3399506,1.237807,recomputed_geodesic,,0.000000,False,2026-09-07T19:19:38.411Z,ogrr-2026-09-07T19-18-24-906Z-f656b6e3-7a86-455f-8627-fca667dfa342,gemini-3.7-flash-medium aided run3,gemini-3.7-flash-medium-aided/runs/recorded-r3/europe-medium/rounds/round-02.json
gemini-3.7-flash-medium-aided,gemini-3.7-flash-medium-aided/runs/recorded-r3,europe-medium,loc_011,Netherlands,Utrecht,medium,infrastructure,52.1124003,5.0797161,52.1059985,5.0930214,1.156864,recomputed_geodesic,,0.000000,False,2026-09-07T19:21:13.941Z,ogrr-2026-09-07T19-20-17-530Z-f8cdbc28-e7e4-4771-849f-edbada6bcf1f,gemini-3.7-flash-medium aided run3,gemini-3.7-flash-medium-aided/runs/recorded-r3/europe-medium/rounds/round-03.json
gemini-3.7-flash-medium-aided,gemini-3.7-flash-medium-aided/runs/recorded-r3,europe-medium,loc_012,Belgium,"Merelbeke, Merelbeke-Melle",medium,mixed,50.9874591,3.7463905,50.9801322,3.7799835,2.495827,recomputed_geodesic,,0.000000,False,2026-09-07T19:23:02.667Z,ogrr-2026-09-07T19-22-08-194Z-99c11966-a5a2-49ff-991f-ce62322347fd,gemini-3.7-flash-medium aided run3,gemini-3.7-flash-medium-aided/runs/recorded-r3/europe-medium/rounds/round-04.json
gemini-3.7-flash-medium-aided,gemini-3.7-flash-medium-aided/runs/recorded-r3,europe-medium,loc_013,Portugal,Coimbra,medium,infrastructure,40.2155817,-8.4337562,40.2150097,-8.4330368,0.088229,recomputed_geodesic,,0.000000,False,2026-09-07T19:25:01.003Z,ogrr-2026-09-07T19-24-00-564Z-981069c9-3f6d-454b-baaf-60173c079602,gemini-3.7-flash-medium aided run3,gemini-3.7-flash-medium-aided/runs/recorded-r3/europe-medium/rounds/round-05.json
gemini-3.7-flash-medium-aided,gemini-3.7-flash-medium-aided/runs/recorded-r3,europe-medium,loc_014,Sweden,Uppsala,medium,architecture,59.8481151,17.6140674,59.8550224,17.6251602,0.989322,recomputed_geodesic,,0.000000,False,2026-09-07T19:27:06.344Z,ogrr-2026-09-07T19-26-03-776Z-953929ba-c0a1-4ec5-8d39-c779cf603f0e,gemini-3.7-flash-medium aided run3,gemini-3.7-flash-medium-aided/runs/recorded-r3/europe-medium/rounds/round-06.json
gemini-3.7-flash-medium-aided,gemini-3.7-flash-medium-aided/runs/recorded-r3,europe-medium,loc_015,Estonia,Tartu,medium,mixed,58.3478594,26.7197804,58.3579894,26.7800331,3.703838,recomputed_geodesic,,0.000000,False,2026-09-07T19:28:46.190Z,ogrr-2026-09-07T19-27-54-570Z-4f945d6a-807b-411c-8fcc-50f0692faeb5,gemini-3.7-flash-medium aided run3,gemini-3.7-flash-medium-aided/runs/recorded-r3/europe-medium/rounds/round-07.json
gemini-3.7-flash-medium-aided,gemini-3.7-flash-medium-aided/runs/recorded-r3,europe-medium,loc_016,Slovakia,Banská Bystrica,medium,mixed,48.7583857,19.1412898,49.0050409,18.9850616,29.727028,recomputed_geodesic,,0.000000,False,2026-09-07T19:31:09.786Z,ogrr-2026-09-07T19-29-56-284Z-411100e8-86ee-44d1-8d0b-aa66f4141154,gemini-3.7-flash-medium aided run3,gemini-3.7-flash-medium-aided/runs/recorded-r3/europe-medium/rounds/round-08.json
gemini-3.7-flash-medium-aided,gemini-3.7-flash-medium-aided/runs/recorded-r3,europe-medium,loc_017,Ireland,"Boleybeg East, County Galway",medium,infrastructure,53.2819335,-9.1382768,53.3301336,-9.1797638,6.035232,recomputed_geodesic,,0.000000,False,2026-09-07T19:33:16.822Z,ogrr-2026-09-07T19-32-05-747Z-49368c6e-5b92-435d-91ec-43fd505dd0e5,gemini-3.7-flash-medium aided run3,gemini-3.7-flash-medium-aided/runs/recorded-r3/europe-medium/rounds/round-09.json
gemini-3.7-flash-medium-aided,gemini-3.7-flash-medium-aided/runs/recorded-r3,europe-hard,loc_018,Greece,"Arcadia Regional Unit, Peloponnese",hard,landscape,37.3439407,22.5909077,37.3300914,22.0801163,45.290981,recomputed_geodesic,,0.000000,False,2026-09-07T18:40:59.360Z,ogrr-2026-09-07T18-39-01-549Z-de35e43c-48a0-466b-be5a-0e28e761f45b,gemini-3.7-flash-medium aided run3,gemini-3.7-flash-medium-aided/runs/recorded-r3/europe-hard/rounds/round-01.json
gemini-3.7-flash-medium-aided,gemini-3.7-flash-medium-aided/runs/recorded-r3,europe-hard,loc_019,Romania,"Vurpăr, Sibiu County",hard,architecture,45.8911426,24.3372001,45.8002729,23.8993835,35.476878,recomputed_geodesic,,0.000000,False,2026-09-07T18:53:53.261Z,ogrr-2026-09-07T18-51-45-869Z-ccf3969c-5220-4f7d-a6c4-0d296cc1edd6,gemini-3.7-flash-medium aided run3,gemini-3.7-flash-medium-aided/runs/recorded-r3/europe-hard/rounds/round-02.json
gemini-3.7-flash-medium-aided,gemini-3.7-flash-medium-aided/runs/recorded-r3,europe-hard,loc_020,Bulgaria,"Vărbina, Madan Municipality, Smolyan Province",hard,architecture,41.5643939,24.9701484,41.5499002,24.8497009,10.176182,recomputed_geodesic,,0.000000,False,2026-09-07T18:57:18.482Z,ogrr-2026-09-07T18-55-00-081Z-edaebde3-9efd-493f-8df1-7fc072f75a8e,gemini-3.7-flash-medium aided run3,gemini-3.7-flash-medium-aided/runs/recorded-r3/europe-hard/rounds/round-03.json
gemini-3.7-flash-medium-aided,gemini-3.7-flash-medium-aided/runs/recorded-r3,europe-hard,loc_021,Hungary,"Csongrád District, Csongrád-Csanád County",hard,landscape,46.7060180,20.0496719,46.7005040,20.0994873,3.858683,recomputed_geodesic,,0.000000,False,2026-09-07T19:01:01.738Z,ogrr-2026-09-07T18-58-35-402Z-5201c985-caea-409c-a40b-1684100b8a1f,gemini-3.7-flash-medium aided run3,gemini-3.7-flash-medium-aided/runs/recorded-r3/europe-hard/rounds/round-04.json
gemini-3.7-flash-medium-aided,gemini-3.7-flash-medium-aided/runs/recorded-r3,europe-hard,loc_022,Latvia,"Ranka Parish, Gulbene Municipality",hard,infrastructure,57.1907677,26.1476727,57.2005646,26.1996460,3.325970,recomputed_geodesic,,0.000000,False,2026-09-07T19:04:54.332Z,ogrr-2026-09-07T19-02-16-565Z-764a09a5-1715-4466-a35e-950bfffadb18,gemini-3.7-flash-medium aided run3,gemini-3.7-flash-medium-aided/runs/recorded-r3/europe-hard/rounds/round-05.json
gemini-3.7-flash-medium-aided,gemini-3.7-flash-medium-aided/runs/recorded-r3,europe-hard,loc_023,Lithuania,"Pašakiai, Radviliškis District Municipality, Šiauliai County",hard,infrastructure,55.5966197,23.8297989,55.7998874,23.7002563,24.052287,recomputed_geodesic,,0.000000,False,2026-09-07T19:09:13.110Z,ogrr-2026-09-07T19-06-09-210Z-cf37b926-02f4-4d9a-89a0-69eb9c2ab4ea,gemini-3.7-flash-medium aided run3,gemini-3.7-flash-medium-aided/runs/recorded-r3/europe-hard/rounds/round-06.json
gemini-3.7-flash-medium-aided,gemini-3.7-flash-medium-aided/runs/recorded-r3,europe-hard,loc_024,Denmark,"Lemvig Municipality, Central Denmark Region",hard,landscape,56.6011250,8.1639420,56.8495566,9.2010498,69.255091,recomputed_geodesic,,0.000000,False,2026-09-07T19:09:44.909Z,ogrr-2026-09-07T19-09-22-474Z-6b6b2163-be0a-4d99-81b2-c520ba9b966a,gemini-3.7-flash-medium aided run3,gemini-3.7-flash-medium-aided/runs/recorded-r3/europe-hard/rounds/round-07.json
gemini-3.7-flash-medium-aided,gemini-3.7-flash-medium-aided/runs/recorded-r3,europe-hard,loc_025,Finland,"Utajärvi Municipality, North Ostrobothnia",hard,landscape,64.9428390,26.9554129,63.1999366,27.7954102,198.569699,recomputed_geodesic,,0.000000,False,2026-09-07T19:10:28.994Z,ogrr-2026-09-07T19-09-59-560Z-482a9f3d-5b48-4a1d-91c9-bbede327f968,gemini-3.7-flash-medium aided run3,gemini-3.7-flash-medium-aided/runs/recorded-r3/europe-hard/rounds/round-08.json
gemini-3.8-flash-high-aided,gemini-3.8-flash-high-aided,europe-easy,loc_001,France,Paris,easy,landmark,48.8521298,2.3696389,48.8525046,2.3694956,0.042984,recomputed_geodesic,,0.000000,False,2026-09-08T19:57:08.807Z,ogrr-2026-09-08T19-55-37-299Z-836e22a1-7930-41ad-b58f-dffb249047fa,gemini-3.8-flash-high aided,gemini-3.8-flash-high-aided/europe-easy/rounds/round-01.json
gemini-3.8-flash-high-aided,gemini-3.8-flash-high-aided,europe-easy,loc_002,Germany,Berlin,easy,landmark,52.5206008,13.4151229,52.5215037,13.4125042,0.204182,recomputed_geodesic,,0.000000,False,2026-09-08T20:00:17.608Z,ogrr-2026-09-08T19-58-00-559Z-e58cef2a-e2ae-4abd-b3ea-74a297226a04,gemini-3.8-flash-high aided,gemini-3.8-flash-high-aided/europe-easy/rounds/round-02.json
gemini-3.8-flash-high-aided,gemini-3.8-flash-high-aided,europe-easy,loc_003,Austria,Salzburg,easy,landmark,47.8005438,13.0529765,47.8014984,13.0465007,0.496591,recomputed_geodesic,,0.000000,False,2026-09-08T20:03:22.291Z,ogrr-2026-09-08T20-01-26-127Z-68510686-18b5-47e2-ba58-a6adeb440e74,gemini-3.8-flash-high aided,gemini-3.8-flash-high-aided/europe-easy/rounds/round-03.json
gemini-3.8-flash-high-aided,gemini-3.8-flash-high-aided,europe-easy,loc_004,Czechia,Český Krumlov,easy,landmark,48.8126024,14.3129755,48.8126021,14.3129969,0.001569,recomputed_geodesic,,0.000000,False,2026-09-08T20:07:28.411Z,ogrr-2026-09-08T20-04-41-807Z-abaf5190-f275-44c8-9b37-2310c70259f8,gemini-3.8-flash-high aided,gemini-3.8-flash-high-aided/europe-easy/rounds/round-04.json
gemini-3.8-flash-high-aided,gemini-3.8-flash-high-aided,europe-easy,loc_005,Croatia,Pula,easy,landmark,44.8747121,13.8493020,44.8734977,13.8488030,0.140600,recomputed_geodesic,,0.000000,False,2026-09-08T20:12:39.800Z,ogrr-2026-09-08T20-09-48-808Z-58ed8da8-9569-4d8a-b7d7-03482b15c0f8,gemini-3.8-flash-high aided,gemini-3.8-flash-high-aided/europe-easy/rounds/round-05.json
gemini-3.8-flash-high-aided,gemini-3.8-flash-high-aided,europe-easy,loc_006,Poland,"Sieniawka, Gmina Bogatynia",easy,text,50.9008842,14.8455043,50.8885008,14.8320150,1.672872,recomputed_geodesic,,0.000000,False,2026-09-08T20:18:26.130Z,ogrr-2026-09-08T20-14-08-613Z-2810cf91-1538-4ec0-97ec-d71c04b65ac5,gemini-3.8-flash-high aided,gemini-3.8-flash-high-aided/europe-easy/rounds/round-06.json
gemini-3.8-flash-high-aided,gemini-3.8-flash-high-aided,europe-easy,loc_007,Slovenia,"Višnja Gora, Ivančna Gorica Municipality",easy,text,45.9577599,14.7424922,45.9540011,14.7400045,0.460156,recomputed_geodesic,,0.000000,False,2026-09-08T20:25:36.466Z,ogrr-2026-09-08T20-20-39-308Z-26d614fd-6dea-4341-8fa0-db0fba7c5911,gemini-3.8-flash-high aided,gemini-3.8-flash-high-aided/europe-easy/rounds/round-07.json
gemini-3.8-flash-high-aided,gemini-3.8-flash-high-aided,europe-easy,loc_008,Norway,"Flåm, Aurland Municipality",easy,mixed,60.8634735,7.1179637,60.8632992,7.1134973,0.243481,recomputed_geodesic,,0.000000,False,2026-09-08T20:33:04.227Z,ogrr-2026-09-08T20-28-03-494Z-dc72e833-2930-4781-96db-7990e0757cc3,gemini-3.8-flash-high aided,gemini-3.8-flash-high-aided/europe-easy/rounds/round-08.json
gemini-3.8-flash-high-aided,gemini-3.8-flash-high-aided,europe-medium,loc_009,Spain,Valencia,medium,architecture,39.4667928,-0.3661343,39.4669966,-0.3661966,0.023251,recomputed_geodesic,,0.000000,False,2026-09-08T20:45:08.533Z,ogrr-2026-09-08T20-41-22-827Z-8096970c-8c5c-4a3c-b738-ad1988da5f4d,gemini-3.8-flash-high aided,gemini-3.8-flash-high-aided/europe-medium/rounds/round-01.json
gemini-3.8-flash-high-aided,gemini-3.8-flash-high-aided,europe-medium,loc_010,Italy,Bologna,medium,architecture,44.4930672,11.3250143,44.4872008,11.3284922,0.708155,recomputed_geodesic,,0.000000,False,2026-09-08T20:52:21.024Z,ogrr-2026-09-08T20-47-44-773Z-888c17c5-778d-40a1-89b9-4260ace44400,gemini-3.8-flash-high aided,gemini-3.8-flash-high-aided/europe-medium/rounds/round-02.json
gemini-3.8-flash-high-aided,gemini-3.8-flash-high-aided,europe-medium,loc_011,Netherlands,Utrecht,medium,infrastructure,52.1124003,5.0797161,52.1084969,5.0934935,1.039004,recomputed_geodesic,,0.000000,False,2026-09-08T20:59:50.645Z,ogrr-2026-09-08T20-55-28-189Z-761b9879-24f8-4db5-9ff2-599a77d3fd88,gemini-3.8-flash-high aided,gemini-3.8-flash-high-aided/europe-medium/rounds/round-03.json
gemini-3.8-flash-high-aided,gemini-3.8-flash-high-aided,europe-medium,loc_012,Belgium,"Merelbeke, Merelbeke-Melle",medium,mixed,50.9874591,3.7463905,50.9250072,3.8649988,10.850003,recomputed_geodesic,,0.000000,False,2026-09-08T21:07:58.244Z,ogrr-2026-09-08T21-03-17-787Z-108f6e7b-198e-4f13-8b83-cde62d5e0637,gemini-3.8-flash-high aided,gemini-3.8-flash-high-aided/europe-medium/rounds/round-04.json
gemini-3.8-flash-high-aided,gemini-3.8-flash-high-aided,europe-medium,loc_013,Portugal,Coimbra,medium,infrastructure,40.2155817,-8.4337562,40.2184793,-8.4279728,0.588114,recomputed_geodesic,,0.000000,False,2026-09-08T22:19:34.205Z,ogrr-2026-09-08T22-18-31-955Z-46d70a33-6072-4805-92da-45af09b51a0e,gemini-3.8-flash-high aided,gemini-3.8-flash-high-aided/europe-medium/rounds/round-05.json
gemini-3.8-flash-high-aided,gemini-3.8-flash-high-aided,europe-medium,loc_014,Sweden,Uppsala,medium,architecture,59.8481151,17.6140674,59.3500421,17.9997253,59.609070,recomputed_geodesic,,0.000000,False,2026-09-08T22:23:09.788Z,ogrr-2026-09-08T22-21-57-040Z-42f0ef74-466d-4037-b61e-a1cdec78d6d5,gemini-3.8-flash-high aided,gemini-3.8-flash-high-aided/europe-medium/rounds/round-06.json
gemini-3.8-flash-high-aided,gemini-3.8-flash-high-aided,europe-medium,loc_015,Estonia,Tartu,medium,mixed,58.3478594,26.7197804,59.4370690,24.7535706,166.033873,recomputed_geodesic,,0.000000,False,2026-09-08T22:26:47.289Z,ogrr-2026-09-08T22-25-28-215Z-d2727e8b-a471-45e5-b6c1-159b76579bf1,gemini-3.8-flash-high aided,gemini-3.8-flash-high-aided/europe-medium/rounds/round-07.json
gemini-3.8-flash-high-aided,gemini-3.8-flash-high-aided,europe-medium,loc_016,Slovakia,Banská Bystrica,medium,mixed,48.7583857,19.1412898,48.7565358,19.1435051,0.262391,recomputed_geodesic,,0.000000,False,2026-09-08T22:29:55.371Z,ogrr-2026-09-08T22-28-55-273Z-aa486d2e-2682-4b27-96f1-a2f10d3f39cb,gemini-3.8-flash-high aided,gemini-3.8-flash-high-aided/europe-medium/rounds/round-08.json
gemini-3.8-flash-high-aided,gemini-3.8-flash-high-aided,europe-medium,loc_017,Ireland,"Boleybeg East, County Galway",medium,infrastructure,53.2819335,-9.1382768,53.2774873,-9.1119576,1.823962,recomputed_geodesic,,0.000000,False,2026-09-08T22:33:43.922Z,ogrr-2026-09-08T22-32-23-692Z-c62b7eeb-6188-4a9c-b9cd-d1b5063cf6c6,gemini-3.8-flash-high aided,gemini-3.8-flash-high-aided/europe-medium/rounds/round-09.json
gemini-3.8-flash-high-aided,gemini-3.8-flash-high-aided,europe-hard,loc_018,Greece,"Arcadia Regional Unit, Peloponnese",hard,landscape,37.3439407,22.5909077,37.4079553,22.7559471,16.252867,recomputed_geodesic,,0.000000,False,2026-09-08T21:30:02.264Z,ogrr-2026-09-08T21-25-02-593Z-1f42870d-2737-48dc-864f-3f91aa229bfc,gemini-3.8-flash-high aided,gemini-3.8-flash-high-aided/europe-hard/rounds/round-01.json
gemini-3.8-flash-high-aided,gemini-3.8-flash-high-aided,europe-hard,loc_019,Romania,"Vurpăr, Sibiu County",hard,architecture,45.8911426,24.3372001,45.9503226,24.3003845,7.171074,recomputed_geodesic,,0.000000,False,2026-09-08T21:41:10.910Z,ogrr-2026-09-08T21-36-10-513Z-edf5dd9e-43a6-4121-895a-52d99bd75eab,gemini-3.8-flash-high aided,gemini-3.8-flash-high-aided/europe-hard/rounds/round-02.json
gemini-3.8-flash-high-aided,gemini-3.8-flash-high-aided,europe-hard,loc_020,Bulgaria,"Vărbina, Madan Municipality, Smolyan Province",hard,architecture,41.5643939,24.9701484,41.5502827,24.9499512,2.301124,recomputed_geodesic,,0.000000,False,2026-09-08T21:46:55.095Z,ogrr-2026-09-08T21-45-06-739Z-5834cce5-1e37-423c-b07a-8ca38f58e749,gemini-3.8-flash-high aided,gemini-3.8-flash-high-aided/europe-hard/rounds/round-03.json
gemini-3.8-flash-high-aided,gemini-3.8-flash-high-aided,europe-hard,loc_021,Hungary,"Csongrád District, Csongrád-Csanád County",hard,landscape,46.7060180,20.0496719,45.3504732,20.2011108,151.126765,recomputed_geodesic,,0.000000,False,2026-09-08T21:50:37.140Z,ogrr-2026-09-08T21-48-43-751Z-d0d1e8a6-56cc-44be-af68-8b42374844db,gemini-3.8-flash-high aided,gemini-3.8-flash-high-aided/europe-hard/rounds/round-04.json
gemini-3.8-flash-high-aided,gemini-3.8-flash-high-aided,europe-hard,loc_022,Latvia,"Ranka Parish, Gulbene Municipality",hard,infrastructure,57.1907677,26.1476727,56.8977975,25.4992676,51.121825,recomputed_geodesic,,0.000000,False,2026-09-08T21:54:40.995Z,ogrr-2026-09-08T21-52-28-760Z-e9359d55-5856-4514-ad1e-ea3195321ec3,gemini-3.8-flash-high aided,gemini-3.8-flash-high-aided/europe-hard/rounds/round-05.json
gemini-3.8-flash-high-aided,gemini-3.8-flash-high-aided,europe-hard,loc_023,Lithuania,"Pašakiai, Radviliškis District Municipality, Šiauliai County",hard,infrastructure,55.5966197,23.8297989,55.4512429,24.0985107,23.451699,recomputed_geodesic,,0.000000,False,2026-09-08T21:56:55.556Z,ogrr-2026-09-08T21-55-03-119Z-a49ba854-ef8a-4ec4-9ebf-8a4fc6a589ea,gemini-3.8-flash-high aided,gemini-3.8-flash-high-aided/europe-hard/rounds/round-06.json
